ID,Place,Postcode,Address,ATM Type,Location Type,Line Capacity,Migration,KeyHolder / SVA,Total Location,Latitude,Longitude
S1M421,MAASTRICHT,6221 KV,AVENUE CERAMIQUE 40,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, MAASTRICHT, AVENUE CERAMIQUE 40",50.8465584,5.7019008
S1M420,MAASTRICHT,6221 KV,AVENUE CERAMIQUE 40,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, MAASTRICHT, AVENUE CERAMIQUE 40",50.8465584,5.7019008
S1G123,MAASTRICHT,6227 BS,EINSTEINSTRAAT 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAASTRICHT, EINSTEINSTRAAT 1",50.8411827,5.7279719
S1C280,MAASBRACHT,6051 CR,HAVENSTRAAT 12,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAASBRACHT, HAVENSTRAAT 12",51.1468599,5.8863094
S1Y260,MAASTRICHT,6211 TA,HELMSTRAAT 2,2050,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, MAASTRICHT, HELMSTRAAT 2",50.8508196,5.6886901
S1Y259,MAASTRICHT,6211 TA,HELMSTRAAT 2,2050,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, MAASTRICHT, HELMSTRAAT 2",50.8508196,5.6886901
S1Y287,MAASSLUIS,3141 HE,MESDAGLAAN 199,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAASSLUIS, MESDAGLAAN 199",51.9186459,4.2609575
S1P224,MAASTRICHT,6224 JJ,SCHARNERWEG 112A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAASTRICHT, SCHARNERWEG 112A",50.8488954,5.7122678
S1Y463,MAASTRICHT,6224 JJ,SCHARNERWEG 112A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAASTRICHT, SCHARNERWEG 112A",50.8488954,5.7122678
S1Q402,MAASSLUIS,3145 XN,UIVERLAAN 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MAASSLUIS, UIVERLAAN 10",51.9296164,4.238872
S1P455,MAASSLUIS,3145 XN,UIVERLAAN 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MAASSLUIS, UIVERLAAN 10",51.9296164,4.238872
S1Q452,MAASSLUIS,3145 XN,UIVERLAAN 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MAASSLUIS, UIVERLAAN 10",51.9296164,4.238872
S1A405,MADE,4921 CV,NIEUWSTRAAT 53,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MADE, NIEUWSTRAAT 53",51.6757027,4.7890881
S1B402,MALDEN,6581 BW,PROMENADE 33A,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MALDEN, PROMENADE 33A",51.7816845,5.8534815
S1G465,MALDEN,6581 BW,PROMENADE 33A,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MALDEN, PROMENADE 33A",51.7816845,5.8534815
S1F404,MEDEMBLIK,1671 BC,NIEUWSTRAAT 71 - 73,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, MEDEMBLIK, NIEUWSTRAAT 71 - 73",52.7714723,5.1071892
S1F421,MEERSSEN,6231 EH,BUNDERSTRAAT 17,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, MEERSSEN, BUNDERSTRAAT 17",50.8850632,5.7520678
S1F491,DE MEERN,3454 CJ,MEREVELDPLEIN 1 - 2,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, DE MEERN, MEREVELDPLEIN 1 - 2",52.0796315,5.0384038
S1H143,MEPPEL,7941 BJ,GROTE OEVER 28,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MEPPEL, GROTE OEVER 28",52.6989028,6.1880819
S1V443,MEPPEL,7941 BJ,GROTE OEVER 28,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MEPPEL, GROTE OEVER 28",52.6989028,6.1880819
S1O457,MIDDELBURG,4331 AP,LANGE DELFT 32A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MIDDELBURG, LANGE DELFT 32A",51.4981611,3.6143058
S1A448,MIDDELBURG,4331 LJ,MARKT 3 - 5 - 7,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIDDELBURG, MARKT 3 - 5 - 7",51.4986653,3.6107571
S1I458,MIDDELBURG,4331 LJ,MARKT 3 - 5 - 7,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIDDELBURG, MARKT 3 - 5 - 7",51.4986653,3.6107571
S1D440,MIDDELBURG,4331 LJ,MARKT 3 - 5 - 7,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIDDELBURG, MARKT 3 - 5 - 7",51.4986653,3.6107571
S1P462,MIDDELHARNIS,3241 CL,NIEUWSTRAAT 75,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIDDELHARNIS, NIEUWSTRAAT 75",51.7599374,4.1622798
S1Q457,MIDDELHARNIS,3241 CL,NIEUWSTRAAT 75,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, MIDDELHARNIS, NIEUWSTRAAT 75",51.7599374,4.1622798
S1O408,MIDDELBURG,4331 NA,POTTENBAKKERSINGEL 12,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MIDDELBURG, POTTENBAKKERSINGEL 12",51.4957883,3.6086894
S1H139,MIDDELBURG,4337 EC,VRIJLANDSTRAAT 73,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MIDDELBURG, VRIJLANDSTRAAT 73",51.4924297,3.6223985
S1C258,MIERLO,5731 JL,DORPSSTRAAT 170,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MIERLO, DORPSSTRAAT 170",51.4429907,5.6195252
S1B498,MIJDRECHT,3641 EA,DORPSSTRAAT 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIJDRECHT, DORPSSTRAAT 1",52.2067221,4.8651064
S1E488,MIJDRECHT,3641 EA,DORPSSTRAAT 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, MIJDRECHT, DORPSSTRAAT 1",52.2067221,4.8651064
S1V237,MONSTER,2681 BG,HERENSTRAAT 4,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MONSTER, HERENSTRAAT 4",52.0219652,4.171132
S1F244,MAARN,3951 CH,RAADHUISLAAN 21,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAARN, RAADHUISLAAN 21",52.064816,5.3718269
S1M426,MUSSELKANAAL,9581 AE,MARKTSTRAAT 97,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, MUSSELKANAAL, MARKTSTRAAT 97",52.9275312,7.0173196
S1W428,NAALDWIJK,2671 HX,HERENSTRAAT 17 - 19,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NAALDWIJK, HERENSTRAAT 17 - 19",51.992826,4.207055
S1W478,NAALDWIJK,2671 HX,HERENSTRAAT 17 - 19,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NAALDWIJK, HERENSTRAAT 17 - 19",51.992826,4.207055
S1C219,NEDERWEERT,6031 EA,LINDANUSSTRAAT 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NEDERWEERT, LINDANUSSTRAAT 1",51.2843177,5.7499365
S1I148,NEEDE,7161 DZ,OUDESTRAAT 76,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NEEDE, OUDESTRAAT 76",52.1346031,6.6117252
S1W421,NIEUWERKERK A/D IJSSEL,2914 KC,REIGERHOF 53,4560,OP,1M (?),MANUAL - Slow line,Keyholder,"Netherlands, NIEUWERKERK A/D IJSSEL, REIGERHOF 53",51.9684812,4.6178983
S1G451,NIEUW-VENNEP,2151 AP,VENNEPERSTRAAT 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIEUW-VENNEP, VENNEPERSTRAAT 1",52.2654902,4.6318346
S1Y285,NIEUW-VENNEP,2151 AP,VENNEPERSTRAAT 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIEUW-VENNEP, VENNEPERSTRAAT 1",52.2654902,4.6318346
S1J483,NIEUWEGEIN,3431 HR,WEVERSTEDEHOF 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIEUWEGEIN, WEVERSTEDEHOF 1",52.0275155,5.0819563
S1A473,NIEUWEGEIN,3431 HR,WEVERSTEDEHOF 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIEUWEGEIN, WEVERSTEDEHOF 1",52.0275155,5.0819563
S1W212,NIEUWEGEIN,3431 HR,WEVERSTEDEHOF 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIEUWEGEIN, WEVERSTEDEHOF 1",52.0275155,5.0819563
S1C242,NIEUWEGEIN,3431 ER,NEDEREIND 29,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIEUWEGEIN, NEDEREIND 29",52.0379402,5.0889309
S1F410,NIJMEGEN,6524 LL,ARCHIPELSTRAAT 27A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, ARCHIPELSTRAAT 27A",51.8341653,5.867292
S1B252,NIJMEGEN,6511 RC,BURCHTSTRAAT 69,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, BURCHTSTRAAT 69",51.8466764,5.8678254
S1W246,NIJMEGEN,6521 GR,DAALSEWEG 200,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, DAALSEWEG 200",51.8380193,5.8747753
S1N250,NIJMEGEN,6525 HT,ERASMUSPLEIN 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, ERASMUSPLEIN 1",51.8194037,5.8650922
S1O209,NIJKERK,3862 BM,FRIESWIJKSTRAAT 72,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJKERK, FRIESWIJKSTRAAT 72",52.2164515,5.4779053
S1W471,NIJVERDAL,7443 BB,GROTESTRAAT 49,4560,OP,1M (?),MANUAL - Slow line,Keyholder,"Netherlands, NIJVERDAL, GROTESTRAAT 49",52.3649584,6.4644833
S1J419,NIJMEGEN,6533 AR,HATERTSEWEG 86,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, NIJMEGEN, HATERTSEWEG 86",51.824318,5.8521794
S1J471,NIJMEGEN,6511 NH,KEIZER KARELPLEIN 33,2050,BZK,1G,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, KEIZER KARELPLEIN 33",51.8430906,5.8594829
S1J421,NIJMEGEN,6511 NH,KEIZER KARELPLEIN 33,2050,BZK,1G,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, KEIZER KARELPLEIN 33",51.8430906,5.8594829
S1W297,NIJMEGEN,6511 NH,KEIZER KARELPLEIN 33,4560,BZK,1G,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, KEIZER KARELPLEIN 33",51.8430906,5.8594829
S1I462,NIJMEGEN,6511 NH,KEIZER KARELPLEIN 33,4560,BZK,1G,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, KEIZER KARELPLEIN 33",51.8430906,5.8594829
S1Y257,NIJMEGEN,6542 PP,MOLENWEG 11,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, MOLENWEG 11",51.8406362,5.8397419
S1C252,NIJMEGEN,6538 DP,MALVERT 7001,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, MALVERT 7001",51.8090046,5.8072468
S1A485,NIJMEGEN,6511 HA,MOLENSTRAAT 43B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, MOLENSTRAAT 43B",51.8442975,5.8626774
S1D446,NIJMEGEN,6511 HA,MOLENSTRAAT 43B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, MOLENSTRAAT 43B",51.8442975,5.8626774
S1A480,NIJMEGEN,6511 HA,MOLENSTRAAT 43B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NIJMEGEN, MOLENSTRAAT 43B",51.8442975,5.8626774
S1W273,NIJMEGEN,6533 BP,ST. JACOBSLAAN 61,2000,OP,1M,MANUAL - ATM Type,SVA (frontloader),"Netherlands, NIJMEGEN, ST. JACOBSLAAN 61",51.8216352,5.8518689
S1K433,NIJKERK,3861 JP,VETKAMP 2C,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIJKERK, VETKAMP 2C",52.2234415,5.487641
S1K482,NIJKERK,3861 JP,VETKAMP 2C,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NIJKERK, VETKAMP 2C",52.2234415,5.487641
S1W457,NIJMEGEN,6538 SC,ZWANENVELD 90-94,4560,OP,"100M, 1M",MANUAL - Multiple Lines,Keyholder,"Netherlands, NIJMEGEN, ZWANENVELD 90-94",51.8230892,5.7971667
S1W407,NIJMEGEN,6538 SC,ZWANENVELD 90-94,4560,OP,"100M, 1M",MANUAL - Multiple Lines,Keyholder,"Netherlands, NIJMEGEN, ZWANENVELD 90-94",51.8230892,5.7971667
S1N219,NOORDWIJK,2201 XA,BONNIKEPLEIN 2,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NOORDWIJK, BONNIKEPLEIN 2",52.2299551,4.4409232
S1G138,NOORD-SCHARWOUDE,1723 HC,DORPSSTRAAT 625,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NOORD-SCHARWOUDE, DORPSSTRAAT 625",52.7040955,4.8110506
S1G119,NOORDWIJK,2202 EZ,HOOFDSTRAAT 98,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NOORDWIJK, HOOFDSTRAAT 98",52.243341,4.4299929
S1I184,NOORDWIJK,2202 EZ,HOOFDSTRAAT 98,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NOORDWIJK, HOOFDSTRAAT 98",52.243341,4.4299929
S1N209,NOORDWIJK,2201 AZ,KEPLERLAAN 1,2050,BZK,256 Kbps,MANUAL - Slow line,SVA (SIOC),"Netherlands, NOORDWIJK, KEPLERLAAN 1",52.2179065,4.4201316
S1E222,NOORDWIJK,2201 AZ,KEPLERLAAN 1,4000,BZK,256 Kbps,MANUAL - ATM Type,SVA (SIOC),"Netherlands, NOORDWIJK, KEPLERLAAN 1",52.2179065,4.4201316
S1Y263,NOORDWIJK,2201 JJ,LINDENPLEIN 6,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, NOORDWIJK, LINDENPLEIN 6",52.2334935,4.4470459
S1J422,NOORDWIJK,2201 JJ,LINDENPLEIN 6,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, NOORDWIJK, LINDENPLEIN 6",52.2334935,4.4470459
S1A433,NOOTDORP,2632 GJ,TELGANG 4,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NOOTDORP, TELGANG 4",52.0447965,4.3916103
S1A406,NOOTDORP,2632 GJ,TELGANG 4,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NOOTDORP, TELGANG 4",52.0447965,4.3916103
S1J427,NUENEN NB,5671 CA,BERG 5,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, NUENEN NB, BERG 5",51.4755615,5.5496964
S1N213,NUMANSDORP,3281 XB,GROENEWEG 15,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, NUMANSDORP, GROENEWEG 15",51.7299312,4.4370493
S1H416,NUNSPEET,8071 JG,LAAN 9,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NUNSPEET, LAAN 9",52.3770623,5.7863472
S1Y212,NUNSPEET,8071 JG,LAAN 9,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, NUNSPEET, LAAN 9",52.3770623,5.7863472
S1M213,OEGSTGEEST,2341 GE,DE KEMPENAERSTRAAT 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OEGSTGEEST, DE KEMPENAERSTRAAT 1",52.1775338,4.4673824
S1H490,OEGSTGEEST,2341 GE,DE KEMPENAERSTRAAT 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OEGSTGEEST, DE KEMPENAERSTRAAT 1",52.1775338,4.4673824
S1F489,OIRSCHOT,5688 AJ,MARKT 9,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OIRSCHOT, MARKT 9",51.5027138,5.3074723
S1L125,OISTERWIJK,5061 HL,DORPSSTRAAT 50,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OISTERWIJK, DORPSSTRAAT 50",51.5803545,5.194554
S1L119,OISTERWIJK,5061 HL,DORPSSTRAAT 50,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OISTERWIJK, DORPSSTRAAT 50",51.5803545,5.194554
S1E435,OLDENZAAL,7571 EG,ST. PLECHELMUSPLEIN 9,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OLDENZAAL, ST. PLECHELMUSPLEIN 9",52.3117937,6.9284682
S1Q250,OLDENZAAL,7571 EG,ST. PLECHELMUSPLEIN 9,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OLDENZAAL, ST. PLECHELMUSPLEIN 9",52.3117937,6.9284682
S1Q249,OLDENZAAL,7571 EG,ST. PLECHELMUSPLEIN 9,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OLDENZAAL, ST. PLECHELMUSPLEIN 9",52.3117937,6.9284682
S1O202,OLDENZAAL,7574 AM,BURG. WALLERSTRAAT 133,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OLDENZAAL, BURG. WALLERSTRAAT 133",52.3007859,6.9358834
S1V410,OMMEN,7731 GG,PRINSES JULIANASTRAAT 21,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OMMEN, PRINSES JULIANASTRAAT 21",52.5190563,6.4251886
S1Q212,OOSTERHOUT,4901 KX,ARENDSPLEIN 70,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERHOUT, ARENDSPLEIN 70",51.6447152,4.8548129
S1Q263,OOSTERHOUT,4901 KX,ARENDSPLEIN 70,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERHOUT, ARENDSPLEIN 70",51.6447152,4.8548129
S1I422,OOSTERHOUT,4901 KX,ARENDSPLEIN 70,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERHOUT, ARENDSPLEIN 70",51.6447152,4.8548129
S1Q277,OOSTERHOUT,4901 KX,ARENDSPLEIN 70,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERHOUT, ARENDSPLEIN 70",51.6447152,4.8548129
S1H120,OOSTERHOUT,4907 XT,ARKENDONK 31,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OOSTERHOUT, ARKENDONK 31",51.6581082,4.8632081
S1M287,OOSTBURG,4501 BH,BURCHTSTRAAT 17A,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OOSTBURG, BURCHTSTRAAT 17A",51.3271735,3.4890974
S1O217,OOSTERHOUT,4901 JD,KEIWEG 11,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OOSTERHOUT, KEIWEG 11",51.6432556,4.8607381
S1O458,OOST SOUBURG,4388 BK,KANAALSTRAAT 73A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OOST SOUBURG, KANAALSTRAAT 73A",51.4641033,3.5986727
S1M444,OOSTERWOLDE,8431 LM,QUADOELENWEG 6,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OOSTERWOLDE, QUADOELENWEG 6",52.9928506,6.2927298
S1M432,OOSTVOORNE,3233 CR,STATIONSWEG 1,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OOSTVOORNE, STATIONSWEG 1",51.9137869,4.1028737
S1C481,OOSTERBEEK,6862 AH,UTRECHTSEWEG 147,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERBEEK, UTRECHTSEWEG 147",51.9878381,5.8409204
S1F268,OOSTERBEEK,6862 AH,UTRECHTSEWEG 147,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OOSTERBEEK, UTRECHTSEWEG 147",51.9878381,5.8409204
S1J211,OSS,5345 SN,LEIJGRAAF 38,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OSS, LEIJGRAAF 38",51.7888285,5.48306
S1J435,OSS,5341 GL,RAADHUISLAAN 3,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OSS, RAADHUISLAAN 3",51.7652824,5.5248644
S1J484,OSS,5341 GL,RAADHUISLAAN 3,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OSS, RAADHUISLAAN 3",51.7652824,5.5248644
S1J434,OSS,5341 GL,RAADHUISLAAN 3,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OSS, RAADHUISLAAN 3",51.7652824,5.5248644
S1B235,OUD BEIJERLAND,3262 VR,BEIJERSE HOF 19,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OUD BEIJERLAND, BEIJERSE HOF 19",51.8204121,4.4049916
S1P256,OUDERKERK A/D AMSTEL,1191 BK,DORPSSTRAAT 34,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OUDERKERK A/D AMSTEL, DORPSSTRAAT 34",52.297372,4.9024354
S1M464,OUD BEIJERLAND,3261 LJ,LANGEWEG 11,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OUD BEIJERLAND, LANGEWEG 11",51.81608,4.4154811
S1M415,OUD BEIJERLAND,3261 LJ,LANGEWEG 11,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, OUD BEIJERLAND, LANGEWEG 11",51.81608,4.4154811
S1F469,OUDENBOSCH,4731 HP,MARKT 22,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OUDENBOSCH, MARKT 22",51.5887066,4.5253908
S1F430,OUDDORP,3253 AN,RAADHUISSTRAAT 2,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, OUDDORP, RAADHUISSTRAAT 2",51.8094412,3.9358121
S1V224,OUDE PEKELA,9665 JD,RAADHUISLAAN 4,2050,OP,3G (Mobile),MANUAL - 3G Mobile,SVA (SIOC),"Netherlands, OUDE PEKELA, RAADHUISLAAN 4",53.1034147,7.0087672
S1H124,OVERVEEN,2051 GE,BLOEMENDAALSEWEG 273,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, OVERVEEN, BLOEMENDAALSEWEG 273",52.3908455,4.6096199
S1W496,PANNINGEN,5981 BH,P. HUIJBENPLEIN 7A,4560,OP,3G (Mobile),MANUAL - 3G Mobile,Keyholder,"Netherlands, PANNINGEN, P. HUIJBENPLEIN 7A",51.3280583,5.9802703
S1E472,PAPENDRECHT,3353 HG,VEERPROMENADE 24,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PAPENDRECHT, VEERPROMENADE 24",51.8260291,4.6837109
S1E471,PAPENDRECHT,3353 HG,VEERPROMENADE 24,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PAPENDRECHT, VEERPROMENADE 24",51.8260291,4.6837109
S1F434,PATERSWOLDE,9765 CJ,HOOFDWEG 190,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, PATERSWOLDE, HOOFDWEG 190",53.145944,6.5657572
S1J417,PIJNACKER,2641 DZ,ACKERSHOF 36,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, PIJNACKER, ACKERSHOF 36",52.0191168,4.4315958
S1L126,PRINSENBEEK,4841 AC,MARKT 26,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PRINSENBEEK, MARKT 26",51.6009951,4.7186266
S1C226,PRINSENBEEK,4841 AC,MARKT 26,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PRINSENBEEK, MARKT 26",51.6009951,4.7186266
S1N243,PURMEREND,1442 BZ,BURG. D. KOOIMANWEG 16,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PURMEREND, BURG. D. KOOIMANWEG 16",52.5099818,4.95985
S1N461,PURMEREND,1445 BP,GILDEPLEIN 4,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PURMEREND, GILDEPLEIN 4",52.5054386,4.98459
S1O285,PURMEREND,1443 EA,J.F. KENNEDYPLEIN 5,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PURMEREND, J.F. KENNEDYPLEIN 5",52.5087352,4.9685048
S1C411,PURMEREND,1441 DC,KALVERSTEEG 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PURMEREND, KALVERSTEEG 1",52.5093891,4.9494077
S1C412,PURMEREND,1441 DC,KALVERSTEEG 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PURMEREND, KALVERSTEEG 1",52.5093891,4.9494077
S1C413,PURMEREND,1441 DC,KALVERSTEEG 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PURMEREND, KALVERSTEEG 1",52.5093891,4.9494077
S1E480,PURMEREND,1441 DC,KALVERSTEEG 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PURMEREND, KALVERSTEEG 1",52.5093891,4.9494077
S1O286,PURMEREND,1444 HW,LEEUWERIKPLEIN 4,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PURMEREND, LEEUWERIKPLEIN 4",52.5210105,4.9617184
S1C425,PURMEREND,1448 NB,VAN DAMPLEIN 3,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PURMEREND, VAN DAMPLEIN 3",52.4966661,4.9375486
S1A444,PUTTE,4645 BJ,ANTWERPSESTRAAT 34,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, PUTTE, ANTWERPSESTRAAT 34",51.357484,4.394344
S1H451,PUTTEN,3881 BG,VERLENGDE DORPSSTRAAT 3,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PUTTEN, VERLENGDE DORPSSTRAAT 3",52.2607971,5.6086408
S1F292,PUTTEN,3881 BG,VERLENGDE DORPSSTRAAT 3,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, PUTTEN, VERLENGDE DORPSSTRAAT 3",52.2607971,5.6086408
