ID,Place,Postcode,Address,ATM Type,Location Type,Line Capacity,Migration,KeyHolder / SVA,Total Location,Latitude,Longitude
S1C488,HILVERSUM,1211 BN,S-GRAVELANDSEWEG 9,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HILVERSUM, S-GRAVELANDSEWEG 9",52.2247324,5.171469
S1J441,HILLEGOM,2181 EB,HOOFDSTRAAT 63,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HILLEGOM, HOOFDSTRAAT 63",52.2933244,4.5798711
S1F481,HILVARENBEEK,5081 CA,VRIJTHOF 12,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HILVARENBEEK, VRIJTHOF 12",51.4851015,5.1351147
S1F429,HIPPOLYTUSHOEF,1777 HD,BELTSTRAAT 78,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HIPPOLYTUSHOEF, BELTSTRAAT 78",52.9061493,4.9604218
S1N470,HOEK V HOLLAND,3151 AK,PRINS HENDRIKSTRAAT 283,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOEK V HOLLAND, PRINS HENDRIKSTRAAT 283",51.9783902,4.1293702
S1V463,HOENSBROEK,6431 HC,KOUVENDERSTRAAT 95 - 97,4560,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOENSBROEK, KOUVENDERSTRAAT 95 - 97",50.9258222,5.9319981
S1J451,HOENSBROEK,6431 HC,KOUVENDERSTRAAT 95 - 97,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOENSBROEK, KOUVENDERSTRAAT 95 - 97",50.9258222,5.9319981
S1V442,HOEVELAKEN,3871 AX,WESTERDORPSTRAAT 12,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOEVELAKEN, WESTERDORPSTRAAT 12",52.1756875,5.4558809
S1F412,HOLTEN,7451 BV,DORPSSTRAAT 24,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOLTEN, DORPSSTRAAT 24",52.2823622,6.4202296
S1C471,HOOFDDORP,2134 DM,AALBURGPLEIN 65,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOFDDORP, AALBURGPLEIN 65",52.3063517,4.6396441
S1I409,HOOFDDORP,2132 DA,MARKTPLEIN 11,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOFDDORP, MARKTPLEIN 11",52.3047969,4.6950564
S1W238,HOOFDDORP,2132 DA,MARKTPLEIN 11,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOFDDORP, MARKTPLEIN 11",52.3047969,4.6950564
S1D462,HOOFDDORP,2132 DA,MARKTPLEIN 11,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOFDDORP, MARKTPLEIN 11",52.3047969,4.6950564
S1A463,HOOFDDORP,2132 DA,MARKTPLEIN 11,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOFDDORP, MARKTPLEIN 11",52.3047969,4.6950564
S1O403,HOORN,1622 ES,GROTE BEER 5,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOORN, GROTE BEER 5",52.6386763,5.0364826
S1J283,HOORN,1628 NX,AAGJE DEKENPLEIN 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOORN, AAGJE DEKENPLEIN 1",52.6519866,5.086593
S1K145,HOORN,1628 NX,AAGJE DEKENPLEIN 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOORN, AAGJE DEKENPLEIN 1",52.6519866,5.086593
S1E242,HOOGEZAND,9603 AC,GORECHT OOST 166,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOGEZAND, GORECHT OOST 166",53.1544198,6.7583353
S1E243,HOOGEZAND,9603 AC,GORECHT OOST 166,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOGEZAND, GORECHT OOST 166",53.1544198,6.7583353
S1F409,HOOGEZAND,9603 AC,GORECHT OOST 166,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOGEZAND, GORECHT OOST 166",53.1544198,6.7583353
S1Y247,HOORN,1621 HB,GOUW 4,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOORN, GOUW 4",52.6417195,5.0600346
S1M404,HOORN,1625 HZ,HUESMOLEN 65 - 66,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOORN, HUESMOLEN 65 - 66",52.6579706,5.0545206
S1V467,HOORN,1625 BZ,KOOPVAARDER 3,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOORN, KOOPVAARDER 3",52.6566646,5.0596432
S1P481,HOOGEVEEN,7902 BK,MARKT 9 - 01,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOGEVEEN, MARKT 9 - 01",52.7273401,6.4804918
S1Q429,HOOGEVEEN,7902 BK,MARKT 9 - 01,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOOGEVEEN, MARKT 9 - 01",52.7273401,6.4804918
S1W494,HOOGVLIET,3191 EH,MIDDENBAAN NOORD 40A,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOOGVLIET, MIDDENBAAN NOORD 40A",51.8665962,4.3541954
S1W444,HOOGVLIET,3191 EH,MIDDENBAAN NOORD 40A,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOOGVLIET, MIDDENBAAN NOORD 40A",51.8665962,4.3541954
S1O402,HOOFDDORP,2134 SZ,MUIDERBOS 242,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOFDDORP, MUIDERBOS 242",52.3145388,4.6601355
S1N460,HOOFDDORP,2135 DX,MARKENBURG 147A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOFDDORP, MARKENBURG 147A",52.3011561,4.6646059
S1Y461,HOOFDDORP,2132 CM,NIEUWEWEG 63,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOOFDDORP, NIEUWEWEG 63",52.3025864,4.6960079
S1V417,HOOGERHEIDE,4631 ND,RAADHUISSTRAAT 133,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HOOGERHEIDE, RAADHUISSTRAAT 133",51.4230245,4.3235647
S1O452,HOOGKARSPEL,1616 AV,RAADHUISPLEIN 26 - 27,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOGKARSPEL, RAADHUISPLEIN 26 - 27",52.6953447,5.1770927
S1G110,HOOFDDORP,2133 DW,SKAGERRAK 224 - 226,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOFDDORP, SKAGERRAK 224 - 226",52.3099267,4.6710387
S1J201,HOOGEVEEN,7907 CZ,SCHUTSPLEIN 100,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOGEVEEN, SCHUTSPLEIN 100",52.7194029,6.4746563
S1Q408,HOORN,1621 JC,VEEMARKT 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOORN, VEEMARKT 6",52.6431754,5.0553369
S1P413,HOORN,1621 JC,VEEMARKT 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOORN, VEEMARKT 6",52.6431754,5.0553369
S1P421,HOORN,1621 JC,VEEMARKT 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOORN, VEEMARKT 6",52.6431754,5.0553369
S1Q458,HOORN,1621 JC,VEEMARKT 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOORN, VEEMARKT 6",52.6431754,5.0553369
S1C251,HOOGEVEEN,7905 GZ,DE WIELEWAAL 34,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HOOGEVEEN, DE WIELEWAAL 34",52.7164712,6.4984745
S1M469,HORST,5961 ET,SMIDSEPLEIN 7,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HORST, SMIDSEPLEIN 7",51.452851,6.053152
S1E432,HOUTEN,3995 DD,SCHONENBURGSEIND 92,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOUTEN, SCHONENBURGSEIND 92",52.0356837,5.1702315
S1E409,HOUTEN,3995 DD,SCHONENBURGSEIND 92,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOUTEN, SCHONENBURGSEIND 92",52.0356837,5.1702315
S1E410,HOUTEN,3995 DD,SCHONENBURGSEIND 92,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HOUTEN, SCHONENBURGSEIND 92",52.0356837,5.1702315
S1V407,HUISSEN,6851 BM,LANGEKERKSTRAAT 45,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HUISSEN, LANGEKERKSTRAAT 45",51.9381413,5.9396828
S1Y458,HUIZEN,1273 JS,MONNICKSKAMP 6,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HUIZEN, MONNICKSKAMP 6",52.2945257,5.2624906
S1Y403,HUIZEN,1271 RR,VOORBAAN 3,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HUIZEN, VOORBAAN 3",52.2978804,5.2346595
S1Q480,HULST,4561 EB,GROTE MARKT 8,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HULST, GROTE MARKT 8",51.2800104,4.0529829
S1E249,IJMUIDEN,1972 EP,KENNEMERLAAN 70,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, IJMUIDEN, KENNEMERLAAN 70",52.4604088,4.6059992
S1Q413,IJMUIDEN,1971 GG,LANGE NIEUWSTRAAT 751,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, IJMUIDEN, LANGE NIEUWSTRAAT 751",52.4593774,4.6225378
S1P416,IJMUIDEN,1971 GG,LANGE NIEUWSTRAAT 751,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, IJMUIDEN, LANGE NIEUWSTRAAT 751",52.4593774,4.6225378
S1P465,IJMUIDEN,1971 GG,LANGE NIEUWSTRAAT 751,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, IJMUIDEN, LANGE NIEUWSTRAAT 751",52.4593774,4.6225378
S1Q462,IJMUIDEN,1971 GG,LANGE NIEUWSTRAAT 751,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, IJMUIDEN, LANGE NIEUWSTRAAT 751",52.4593774,4.6225378
S1Y452,IJSSELSTEIN,3401 CN,KERKSTRAAT 28,4560,OP,2M,MANUAL - Slow line,Keyholder,"Netherlands, IJSSELSTEIN, KERKSTRAAT 28",52.0199643,5.045528
S1F418,JOURE,8501 AN,DE MERK 4,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, JOURE, DE MERK 4",52.9648636,5.7994243
S1O453,JULIANADORP,1787 AV,SCHOOLWEG 37,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, JULIANADORP, SCHOOLWEG 37",52.8977929,4.7549099
S1M498,KAATSHEUVEL,5171 DD,HOOFDSTRAAT 38,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, KAATSHEUVEL, HOOFDSTRAAT 38",51.6612917,5.0340611
S1C292,KAMPEN,8261 AG,IJSSELKADE 50,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KAMPEN, IJSSELKADE 50",52.5591566,5.9167729
S1H463,KAMPEN,8261 AG,IJSSELKADE 50,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KAMPEN, IJSSELKADE 50",52.5591566,5.9167729
S1M254,KATWIJK,2225 CS,NOORDEINDE 1B,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, KATWIJK, NOORDEINDE 1B",52.203533,4.3980864
S1H441,KERKRADE,6461 ED,MARKT 46,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KERKRADE, MARKT 46",50.8644785,6.0612965
S1V242,KERKRADE,6461 ED,MARKT 46,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KERKRADE, MARKT 46",50.8644785,6.0612965
S1C418,KLAZIENAVEEN,7891 AW,VAN ECHTENSKANAAL NZ 637,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, KLAZIENAVEEN, VAN ECHTENSKANAAL NZ 637",52.7249891,6.9870162
S1M405,KOLLUM,9291 MA,MR. ANDREAESTRAAT 12B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, KOLLUM, MR. ANDREAESTRAAT 12B",53.2813364,6.1541995
S1J213,KOOG A/D ZAAN,1541 WR,MOLENWERF 18,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, KOOG A/D ZAAN, MOLENWERF 18",52.4572164,4.8007846
S1B286,KRIMPEN A/D IJSSEL,2924 AH,DE KORF 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, KRIMPEN A/D IJSSEL, DE KORF 1",51.9226712,4.6101511
S1E485,KRIMPEN A/D IJSSEL,2922 AG,RAADHUISPLEIN 55,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KRIMPEN A/D IJSSEL, RAADHUISPLEIN 55",51.9154585,4.5893319
S1E264,KRIMPEN A/D IJSSEL,2922 AG,RAADHUISPLEIN 55,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, KRIMPEN A/D IJSSEL, RAADHUISPLEIN 55",51.9154585,4.5893319
S1L132,KROMMENIE,1561 AL,ZUIDERHOOFDSTRAAT 14,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, KROMMENIE, ZUIDERHOOFDSTRAAT 14",52.49704,4.7673785
S1Y457,KROMMENIE,1561 AL,ZUIDERHOOFDSTRAAT 14,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, KROMMENIE, ZUIDERHOOFDSTRAAT 14",52.49704,4.7673785
S1J485,LANDSMEER,1121 BZ,DORPSSTRAAT 80A,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LANDSMEER, DORPSSTRAAT 80A",52.4293431,4.9134246
S1D218,LANDGRAAF,6372 AT,MARKT 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LANDGRAAF, MARKT 1",50.8918536,6.0156335
S1K188,LANDGRAAF,6371 LA,RAADHUISPLEIN 3,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LANDGRAAF, RAADHUISPLEIN 3",50.905631,6.0240782
S1K186,LANDGRAAF,6371 LA,RAADHUISPLEIN 3,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LANDGRAAF, RAADHUISPLEIN 3",50.905631,6.0240782
S1J262,LAREN,1251 RN,ZEVENEND 4,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LAREN, ZEVENEND 4",52.2539337,5.2271167
S1J267,LAREN,1251 RN,ZEVENEND 4,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LAREN, ZEVENEND 4",52.2539337,5.2271167
S1I169,LEEUWARDEN,8921 HA,BLEEKLAAN 115,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, BLEEKLAAN 115",53.2044485,5.8088242
S1W293,LEEK,9351 AL,DE DAM 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEK, DE DAM 1",53.162434,6.392143
S1F216,LEEUWARDEN,8922 GA,GRONINGERSTRAATWEG 47,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, GRONINGERSTRAATWEG 47",53.2092065,5.8063002
S1Y298,LEEUWARDEN,8932 PB,HUIZUMERLAAN 1,2050,OP,1M (?),MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, HUIZUMERLAAN 1",53.195771,5.8106249
S1B468,LEEUWARDEN,8925 CL,LIEUWENBURG 116,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, LIEUWENBURG 116",53.2109895,5.8386149
S1V426,LEERDAM,4141 AC,MEENT 40 - 42,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LEERDAM, MEENT 40 - 42",51.8930688,5.0923552
S1Y209,LEEUWARDEN,8936 AD,TIJNJEDIJK 76,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, TIJNJEDIJK 76",53.1917449,5.8170021
S1C200,LEEUWARDEN,8911 BA,WILLEMSKADE 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEEUWARDEN, WILLEMSKADE 10",53.1987768,5.7924073
S1H163,LEEUWARDEN,8911 BA,WILLEMSKADE 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEEUWARDEN, WILLEMSKADE 10",53.1987768,5.7924073
S1G461,LEEUWARDEN,8911 BA,WILLEMSKADE 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEEUWARDEN, WILLEMSKADE 10",53.1987768,5.7924073
S1O237,LEEUWARDEN,8911 BA,WILLEMSKADE 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEEUWARDEN, WILLEMSKADE 10",53.1987768,5.7924073
S1N411,LEEUWARDEN,8924 JK,WILAARDERBUREN 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEEUWARDEN, WILAARDERBUREN 1",53.2034592,5.8338819
S1Q244,LEIDEN,2317 NX,BERGMOLEN 2,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, BERGMOLEN 2",52.1758282,4.5050903
S1C485,LEIDEN,2321 CA,MONTGOMERYSTRAAT 2A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, MONTGOMERYSTRAAT 2A",52.1467661,4.4780205
S1W479,LEIDEN,2311 CK,BREESTRAAT 81,4560,OP,"2M, 2M",MANUAL - Multiple Lines,Keyholder,"Netherlands, LEIDEN, BREESTRAAT 81",52.1588135,4.4890437
S1W430,LEIDEN,2311 CK,BREESTRAAT 81,4560,OP,"2M, 2M",MANUAL - Multiple Lines,Keyholder,"Netherlands, LEIDEN, BREESTRAAT 81",52.1588135,4.4890437
S1F480,LEIDEN,2311 CK,BREESTRAAT 87,4560,OP,"2M, 2M",MANUAL - Multiple Lines,Keyholder,"Netherlands, LEIDEN, BREESTRAAT 87",52.1586439,4.4894378
S1N471,LEIDEN,2321 CV,BEVRIJDINGSPLEIN 82,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, BEVRIJDINGSPLEIN 82",52.1472932,4.4761598
S1F482,LEIMUIDEN,2451 AR,DORPSSTRAAT 32,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LEIMUIDEN, DORPSSTRAAT 32",52.2218274,4.6715793
S1N406,LEIDEN,2311 HA,DOEZASTRAAT 29,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, DOEZASTRAAT 29",52.1542596,4.4893038
S1O415,LEIDEN,2311 HA,DOEZASTRAAT 29,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, DOEZASTRAAT 29",52.1542596,4.4893038
S1N423,LEIDEN,2315 EB,KOOILAAN 43B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, KOOILAAN 43B",52.1670404,4.5068982
S1N472,LEIDEN,2312 HR,HOOGLANDSE KERKSTEEG 5,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, HOOGLANDSE KERKSTEEG 5",52.1600293,4.4941693
S1N473,LEIDEN,2332 TA,OPAALSTRAAT 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, OPAALSTRAAT 1",52.1574913,4.4660783
S1K481,LEIDEN,2312 AT,STATIONSWEG 31 - 33,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDEN, STATIONSWEG 31 - 33",52.1658049,4.4832901
S1F226,LEIDEN,2312 AT,STATIONSWEG 31 - 33,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDEN, STATIONSWEG 31 - 33",52.1658049,4.4832901
S1F275,LEIDEN,2312 AT,STATIONSWEG 31 - 33,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDEN, STATIONSWEG 31 - 33",52.1658049,4.4832901
S1K431,LEIDEN,2312 AT,STATIONSWEG 31 - 33,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDEN, STATIONSWEG 31 - 33",52.1658049,4.4832901
S1W269,LEIDEN,2312 AT,STATIONSWEG 31 - 33,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDEN, STATIONSWEG 31 - 33",52.1658049,4.4832901
S1N215,LEIDERDORP,2353 TH,STATENDAALDER 39,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDERDORP, STATENDAALDER 39",52.1623598,4.53378
S1H483,LEIDERDORP,2353 TH,STATENDAALDER 39,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDERDORP, STATENDAALDER 39",52.1623598,4.53378
S1N216,LEIDERDORP,2353 TH,STATENDAALDER 39,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDERDORP, STATENDAALDER 39",52.1623598,4.53378
S1M418,LEIDERDORP,2353 TH,STATENDAALDER 39,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEIDERDORP, STATENDAALDER 39",52.1623598,4.53378
S1N424,LEIDEN,2331 JA,STEVENSBLOEM 31A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, STEVENSBLOEM 31A",52.1512302,4.4537265
S1N422,LEIDEN,2313 TL,DE SITTERLAAN 87,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDEN, DE SITTERLAAN 87",52.1471782,4.4972712
S1A468,LEIDERDORP,2353 DC,TORENWACHT 143,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDERDORP, TORENWACHT 143",52.1720315,4.5345108
S1W480,LEIDSCHENDAM,2262 AB,WEIGELIA 14,4560,OP,"1M, 2M",MANUAL - Multiple Lines,Keyholder,"Netherlands, LEIDSCHENDAM, WEIGELIA 14",52.0882314,4.3827445
S1N456,LEIDERDORP,2353 TR,WINKELHOF 17,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LEIDERDORP, WINKELHOF 17",52.162247,4.532803
S1V415,LELYSTAD,8232 WC,MUNTSTRAAT 219,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LELYSTAD, MUNTSTRAAT 219",52.506163,5.4775438
S1V465,LELYSTAD,8232 WC,MUNTSTRAAT 219,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LELYSTAD, MUNTSTRAAT 219",52.506163,5.4775438
S1O299,LELYSTAD,8232 WC,MUNTSTRAAT 219,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LELYSTAD, MUNTSTRAAT 219",52.506163,5.4775438
S1O298,LELYSTAD,8232 WC,MUNTSTRAAT 219,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LELYSTAD, MUNTSTRAAT 219",52.506163,5.4775438
S1E287,LELYSTAD,8223 AC,WEVERSSTRAAT 26,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LELYSTAD, WEVERSSTRAAT 26",52.5195353,5.4830658
S1J462,LEMMER,8531 HR,SCHULPEN 10,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LEMMER, SCHULPEN 10",52.8441933,5.7103648
S1E444,LEUSDEN,3831 NG,KOOIKERSGRACHT 11,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEUSDEN, KOOIKERSGRACHT 11",52.1297436,5.4285285
S1E443,LEUSDEN,3831 NG,KOOIKERSGRACHT 11,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LEUSDEN, KOOIKERSGRACHT 11",52.1297436,5.4285285
S1V429,LICHTENVOORDE,7154 DG,MARKT 9E,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LICHTENVOORDE, MARKT 9E",51.9868297,6.5675777
S1E293,LISSE,2161 EW,T BLOKHUIS 48,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LISSE, T BLOKHUIS 48",52.2610974,4.5598173
S1E291,LISSE,2161 EW,T BLOKHUIS 48,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LISSE, T BLOKHUIS 48",52.2610974,4.5598173
S1W432,LISSE,2161 EW,T BLOKHUIS 48,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LISSE, T BLOKHUIS 48",52.2610974,4.5598173
S1J432,LISSE,2161 EW,T BLOKHUIS 48,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, LISSE, T BLOKHUIS 48",52.2610974,4.5598173
S1N220,LISSE,2161 AM,STATIONSWEG 166A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LISSE, STATIONSWEG 166A",52.2677638,4.5437535
S1K446,LISSE,2162 AA,VIVALDISTRAAT 31,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LISSE, VIVALDISTRAAT 31",52.2487062,4.5610321
S1W402,LOCHEM,7241 AK,T EI 2,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LOCHEM, T EI 2",52.1609039,6.416687
S1H111,LOOSDRECHT,1231 CP,NOOTWEG 31,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LOOSDRECHT, NOOTWEG 31",52.1999844,5.1372952
S1V412,LOSSER,7581 JE,LANGENKAMP 9,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, LOSSER, LANGENKAMP 9",52.2604638,7.0086647
S1P223,LUNTEREN,6741 AB,DORPSSTRAAT 49,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, LUNTEREN, DORPSSTRAAT 49",52.0836887,5.6211386
S1H181,MAARSSEN,3603 BB,BREEDSTRAAT 18,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, MAARSSEN, BREEDSTRAAT 18",52.1398211,5.0395135
S1J493,MAARSSEN,3605 KK,BISONSPOOR 1078,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, MAARSSEN, BISONSPOOR 1078",52.1348159,5.0308473
S1M462,MAASTRICHT,6211 NK,CALVARIESTRAAT 50,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, MAASTRICHT, CALVARIESTRAAT 50",50.8475695,5.6805913
S1M470,MAASTRICHT,6221 KV,AVENUE CERAMIQUE 40,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, MAASTRICHT, AVENUE CERAMIQUE 40",50.8465584,5.7019008
